SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMTSTPTREF,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-13SLW-0011-R6a-SM-5O9BH,,"B1, A1",,6.4,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-47673,RNA isolation_PAXgene Tissue miRNA,12/19/13,LCSET-4910,4/1/14,TrueSeq.v1,USE ME,,0.900439,86317,0.9580871,953,0.91078115,0.8931635,0.2537074,25668,0.38566282,0.9027848,76,44.16598,0.003373334,523,25323243,120311625,0.041814756,18840360,132097180,6532392,0.7403431,144411,57950206,66837,0.036099385,0,0.06492359,0.35125443,0.8134765,46399722,0.003301572,25808425,8028804,26421408,469,26608642,6721714,0.003337861,26771818,50.15284,0.14262499,0.92112327,814,0.6143372,50.58681
GTEX-13SLW-0011-R8b-SM-5SI64,,"B1, A1",,8,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48370,RNA isolation_PAXgene Tissue miRNA,1/15/14,LCSET-4995,4/5/14,TrueSeq.v1,USE ME,,0.9314879,76535,0.9476822,907,0.94162023,0.85863847,0.2584405,25779,0.7120111,0.7914153,76,43.67341,0.002066113,226,48546357,68549856,0.05206412,4953231,72799894,6819198,0.66894764,146672,33184970,65182,0.033752386,0,0.0890437,0.6704441,0.8085114,48808261,0.00231567,14160607,4311094,14394997,230,14479431,7403346,0.002189549,14690451,50.36171,0.068038985,0.95175254,835,0.28798887,50.410408
GTEX-13SLX-0011-R10a-SM-5P9HV,,"B1, A1",,6.9,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48180,RNA isolation_PAXgene Tissue miRNA,1/10/14,LCSET-4916,3/27/14,TrueSeq.v1,USE ME,,0.9311308,98362,0.95122063,770,0.93453985,0.87964785,0.20663382,26208,0.66764396,0.8137719,76,74.8339,0.003074728,395,62196027,106142765,0.04853719,8603387,113577576,3734592,0.77143764,145858,51492823,62605,0.03321449,0,0.071572796,0.6239399,0.82206595,70865574,0.002874042,21827022,6487375,22287080,340,22127555,11335630,0.002974751,22300918,50.195103,0.075748995,0.9379488,827,0.33235607,50.521442
GTEX-13SLX-0011-R5a-SM-5O9BV,,"B1, A1",,7.9,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-47873,RNA isolation_PAXgene Tissue miRNA,1/6/14,LCSET-4910,4/1/14,TrueSeq.v1,USE ME,,0.9108412,107510,0.9524782,602,0.91950303,0.8621823,0.281171,27315,0.6254872,0.74589974,76,76.31828,0.00349238,402,62710812,126884714,0.047237314,11503348,137992710,5490396,0.62602794,150304,61185337,37301,0.019991275,0,0.09029588,0.57513744,0.79277927,79364765,0.00334861,26534345,7860184,26846912,359,27067442,13298182,0.003421172,27291214,50.205826,0.083362,0.92816496,902,0.3745128,50.29277
GTEX-13SLX-0011-R6a-SM-5PNX4,,"B1, A1",,7.8,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48180,RNA isolation_PAXgene Tissue miRNA,1/10/14,LCSET-4918,3/29/14,TrueSeq.v1,USE ME,,0.93673915,100508,0.96528906,627,0.9412216,0.87572503,0.30634683,27028,0.69657636,0.7309413,76,69.17942,0.003062925,415,67038294,101769336,0.034274273,7330316,108124736,3057608,0.5804753,150418,49409348,42824,0.024215885,0,0.08956401,0.6556327,0.8242513,70890114,0.00289169,21519183,5050610,21847806,342,21822100,13601995,0.002977715,21952222,50.148632,0.06779499,0.94570404,872,0.30342364,50.378887
GTEX-13SLX-0011-R8b-SM-5PNWZ,,"B1, A1",,6.7,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48180,RNA isolation_PAXgene Tissue miRNA,1/10/14,LCSET-4918,3/29/14,TrueSeq.v1,USE ME,,0.9344662,109078,0.9700999,741,0.9391565,0.90526515,0.25041184,26301,0.60492605,0.8537352,76,73.58307,0.00316593,486,49478491,108539731,0.029672822,10335443,115571502,3077724,0.659678,148207,52685183,50850,0.029611677,0,0.064834826,0.56812024,0.85018563,65658510,0.003020457,22354180,5600563,22971876,383,22837816,12549326,0.003093557,22936936,50.108273,0.08942899,0.94384676,864,0.39507395,50.681393
GTEX-13SLX-3126-SM-5S2Q5,1,B1,2 pieces; cerebral cortex with attached meninges,5.7,Brain,Brain - Cortex,1870,1205,429,Actual Death,BP-48647,RNA Extraction from Paxgene-derived Lysate Plate Based,1/24/14,LCSET-4988,4/1/14,TrueSeq.v1,USE ME,,0.94001025,56035,0.9586783,878,0.9447145,0.8870926,0.28854007,24356,0.7227224,0.7559639,76,43.89283,0.006017061,181,43850754,58907332,0.041017663,4336391,62354640,3789450,0.65692705,142237,28613698,67402,0.03671113,0,0.07158574,0.6827663,0.8380492,42573649,0.002104621,12230139,3366507,12555683,154,12477333,7408286,0.004070582,12555073,50.15528,0.069543995,0.9494187,841,0.2772776,50.65671
GTEX-13VXU-0011-R5a-SM-5O9D7,,"B1, A1",,8.8,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-47673,RNA isolation_PAXgene Tissue miRNA,12/19/13,LCSET-4910,4/1/14,TrueSeq.v1,USE ME,,0.91134447,85426,0.93847424,688,0.91990614,0.8471295,0.29034454,27047,0.6182856,0.76937425,76,58.16117,0.003121935,292,48480705,101288691,0.061235033,10196407,110107632,4254916,0.6217933,150153,48867101,48381,0.02596493,0,0.09134469,0.5687647,0.77927965,62625334,0.002975081,20989258,7773045,21230015,324,21387269,10284213,0.003049191,21583672,50.22853,0.092604,0.92846787,870,0.38171446,50.28513
GTEX-13VXU-0011-R6a-SM-5SI71,,"B1, A1",,9,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48345,RNA isolation_PAXgene Tissue miRNA,1/14/14,LCSET-4995,4/5/14,TrueSeq.v1,USE ME,,0.94222635,91714,0.9501683,629,0.94975823,0.8655889,0.30646557,26651,0.7174455,0.72705823,76,65.750694,0.001917191,296,68289462,94152758,0.049306955,6550933,99133402,10199772,0.59129375,149398,45779421,40790,0.020408439,0,0.084579356,0.6813997,0.82210016,67549476,0.002034132,19683282,5625332,19797847,320,19919369,12840935,0.001975198,20184630,50.330715,0.06608199,0.95728993,893,0.28255445,50.145092
GTEX-13VXU-2926-SM-5LU5C,1,B1,2 partly fragmented pieces,6,Brain,Brain - Cortex,1870,1132,414,Actual Death,BP-47486,RNA Extraction from Paxgene-derived Lysate Plate Based,12/17/13,LCSET-4824,3/23/14,TrueSeq.v1,USE ME,,0.9325226,63809,0.96684194,783,0.94042695,0.8783949,0.24288206,25699,0.71715814,0.7508302,76,52.301178,0.003391102,236,52640578,72415306,0.032833558,3546816,77002584,9782986,0.6364314,146587,35019942,60942,0.032508224,0,0.088447,0.67443484,0.8260662,51933222,0.002427901,15291053,3544248,15442281,250,15530198,8981272,0.002913549,15717977,50.300465,0.046060998,0.9483314,846,0.28284192,50.246033
GTEX-13X6I-0011-R10a-SM-5PNWI,,"C1, A1",,7.2,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48069,RNA isolation_PAXgene Tissue miRNA,1/8/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9448699,70133,0.95556086,877,0.95056015,0.8940393,0.27792633,25448,0.68353105,0.79263514,76,57.619022,0.003656653,305,52862648,84742797,0.044023197,6500489,89150380,7377810,0.63520265,146744,41284776,65649,0.036918398,0,0.061521582,0.64973736,0.8498381,57924334,0.002659133,17717072,5100126,17907176,279,17907693,10783914,0.003160879,18140057,50.322296,0.07291599,0.9562503,843,0.31646892,50.26682
GTEX-13X6I-0011-R5a-SM-5PNWW,,"C1, A1",,8.5,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48302,RNA isolation_PAXgene Tissue miRNA,1/14/14,LCSET-4918,3/29/14,TrueSeq.v1,USE ME,,0.9324496,84810,0.95298785,706,0.93736136,0.8575153,0.277565,26480,0.70102984,0.7591366,76,54.4366,0.002802686,303,56975587,84917578,0.0466736,6251491,90592140,2555662,0.59902805,149703,41172566,49760,0.026756413,0,0.09547253,0.6571183,0.8038017,59529755,0.002662033,17754193,4817371,18110620,305,18086003,10520788,0.002732728,18149594,50.087746,0.06900699,0.94227314,859,0.2989702,50.496906
GTEX-13X6I-0011-R8a-SM-5PNZF,,"C1, A1",,6.7,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48069,RNA isolation_PAXgene Tissue miRNA,1/8/14,LCSET-4918,3/29/14,TrueSeq.v1,USE ME,,0.9348567,94897,0.9614315,838,0.93960196,0.9020194,0.24992725,26008,0.5866064,0.78690165,76,62.01596,0.002845267,424,43809785,102983879,0.038327638,8222471,109603724,3157014,0.64995056,148691,50057269,58102,0.03272624,0,0.059412055,0.5511765,0.8475392,60411001,0.002699448,21560723,6071764,22195895,381,22085218,11258659,0.002772725,22105492,50.022938,0.07501999,0.9443472,856,0.41339362,50.725807
GTEX-13X6J-0011-R10b-SM-5PNWA,,"C1, A1",,8.8,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48171,RNA isolation_PAXgene Tissue miRNA,1/10/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9420605,54347,0.9568242,973,0.9488067,0.9033133,0.28658894,24526,0.6751826,0.7677685,76,49.422718,0.003628248,227,42715456,70963441,0.04272259,4876757,74792304,7294444,0.6515454,143150,34553533,76785,0.045084637,0,0.05351099,0.6406178,0.8570697,47913280,0.002678915,14819265,4267365,15109482,253,15146652,8715683,0.003156956,15206294,50.098248,0.065203995,0.95555305,834,0.3248174,50.484844
GTEX-13X6J-0011-R5b-SM-5PNWT,,"C1, A1",,8.5,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48229,RNA isolation_PAXgene Tissue miRNA,1/12/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.93899304,72669,0.93708426,899,0.9448425,0.84988034,0.2930815,26075,0.61922646,0.7187854,76,50.931084,0.00365989,289,43558855,90980343,0.062603906,9282312,96291544,8095978,0.65400875,147241,44281709,65323,0.034374483,0,0.087203845,0.5850715,0.8030031,56337436,0.002669522,18786322,6950221,19303540,279,19290297,9086620,0.003167772,19262027,49.963337,0.096397996,0.950692,857,0.38077354,50.678944
GTEX-13X6J-0011-R6a-SM-5PNUB,,"C1, A1",,8.3,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48302,RNA isolation_PAXgene Tissue miRNA,1/14/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.945542,69158,0.9544469,963,0.95123273,0.89478385,0.30602735,25209,0.67621917,0.7538465,76,55.08363,0.003606615,288,48633510,80587097,0.045030374,6175900,84718588,7311100,0.62140936,145555,39281484,73931,0.0405526,0,0.059663013,0.6432418,0.85114765,54494540,0.002634168,17069316,4717386,17165825,264,17193192,10810751,0.0031233,17451469,50.37275,0.07289899,0.95692354,825,0.3237808,50.14095
GTEX-13X6J-0011-R8b-SM-5PNUA,,"C1, A1",,7.4,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48302,RNA isolation_PAXgene Tissue miRNA,1/14/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9411482,59678,0.9610324,854,0.9471798,0.89837503,0.2634367,25200,0.5811227,0.7967518,76,42.300858,0.003780267,327,31151155,74991558,0.03870869,7042801,79173524,7595786,0.64035904,145729,36543091,59352,0.034641232,0,0.06265745,0.5504277,0.8509227,43579294,0.002803259,15674596,4747095,16176278,270,16134370,7199698,0.003294874,16119435,49.976852,0.088953994,0.9532114,830,0.41887733,50.787548
GTEX-13X6J-3026-SM-5Q5CU,1,C1,4 pieces,6.2,Brain,Brain - Cortex,1870,1389,1025,Actual Death,BP-48057,RNA Extraction from Paxgene-derived Lysate Plate Based,1/8/14,LCSET-4953,3/27/14,TrueSeq.v1,USE ME,,0.92407274,58843,0.96497434,879,0.9356503,0.8988948,0.28282398,25097,0.58657396,0.8283383,76,44.04047,0.005013607,287,33256961,78144091,0.03474909,5878364,83518482,11462728,0.64808506,145345,37802703,66872,0.039696682,0,0.06607959,0.54882807,0.8410511,45837290,0.002547903,16608877,4531404,16831279,274,16906371,7714958,0.00379601,17358014,50.659058,0.07038399,0.9472279,823,0.41342604,50.332542
GTEX-13X6K-0011-R10a-SM-5P9JR,,"C1, A1",,9.1,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48171,RNA isolation_PAXgene Tissue miRNA,1/10/14,LCSET-4916,3/27/14,TrueSeq.v1,USE ME,,0.9351817,91654,0.9485042,725,0.93865216,0.87649536,0.2781258,26414,0.76719767,0.76006,76,74.57372,0.002925029,311,87865306,93711469,0.050967366,5465133,99836210,3208238,0.605724,149304,45520051,50854,0.03095921,0,0.07200888,0.72013175,0.8227243,71895221,0.002733206,19331645,5364295,19562586,310,19514609,14225066,0.002829472,19664837,50.19171,0.05474099,0.9421226,856,0.23280232,50.296883
GTEX-13X6K-0011-R5b-SM-5PNUE,,"C1, A1",,8.1,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48302,RNA isolation_PAXgene Tissue miRNA,1/14/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.93888736,83881,0.9517357,883,0.9452185,0.8707438,0.2470594,25895,0.6884856,0.83193487,76,53.661873,0.003999988,298,50416544,79308774,0.048055276,6253037,83905234,7647424,0.7058564,145938,38564304,66940,0.036154527,0,0.080991894,0.65076935,0.8230431,54602953,0.00303958,16417210,4848178,16757544,268,16758264,8757842,0.003523001,16859164,50.15007,0.074525,0.95154953,850,0.31151432,50.51294
GTEX-13X6K-0011-R6a-SM-5P9K6,,"C1, A1",,8.3,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48229,RNA isolation_PAXgene Tissue miRNA,1/12/14,LCSET-4916,3/27/14,TrueSeq.v1,USE ME,,0.9312168,131344,0.94808733,532,0.9349351,0.8443923,0.3098972,27958,0.7353745,0.7630754,76,76.913376,0.003027323,401,89096663,112628060,0.051498584,6843201,120466182,4013936,0.5802685,152557,54605866,35489,0.019229123,0,0.10369502,0.6875274,0.789452,82823812,0.002846384,23383789,6278564,23658455,347,23612885,15336064,0.002937214,23803497,50.200996,0.05680599,0.9386534,883,0.2646254,50.291935
GTEX-13X6K-0011-R8b-SM-5PNZ4,,"C1, A1",,9.2,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48171,RNA isolation_PAXgene Tissue miRNA,1/10/14,LCSET-4918,3/29/14,TrueSeq.v1,USE ME,,0.9364466,107482,0.9558751,625,0.9410058,0.8811581,0.35356504,27229,0.75089246,0.72659224,76,74.61637,0.00291501,398,84344270,98162834,0.04364054,4637408,104316922,2947754,0.6046767,152133,47653364,41450,0.024825012,0,0.074716985,0.70659417,0.82917494,73709727,0.002762919,20447147,5261810,20804573,339,20807123,15480759,0.002839333,20840525,50.040096,0.04445499,0.9455651,885,0.2491076,50.433224
GTEX-13X6K-2926-SM-5Q5D5,1,C1,"4 pieces, no abnormalities",6.5,Brain,Brain - Cortex,1870,1020,794,Actual Death,BP-48057,RNA Extraction from Paxgene-derived Lysate Plate Based,1/8/14,LCSET-4953,3/27/14,TrueSeq.v1,USE ME,,0.9096723,69863,0.94756025,826,0.9195311,0.8725368,0.30614898,25634,0.6084141,0.7719658,76,45.38387,0.005365813,227,36639621,79425840,0.052140336,8254220,86376454,11068048,0.6358825,147146,38457953,58172,0.034119494,0,0.07502344,0.5594557,0.8023248,48323798,0.002862211,16521337,6045046,16829986,253,16884016,8696733,0.004127433,17173213,50.424576,0.095561,0.92938995,852,0.39158595,50.462723
GTEX-1445S-0011-R10a-SM-5PNWB,,"B1, A1",,7.4,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48171,RNA isolation_PAXgene Tissue miRNA,1/10/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.93211657,44978,0.94702363,1222,0.93870014,0.8810674,0.28698778,23649,0.59117496,0.76045513,76,32.251637,0.004313503,167,24933893,57816147,0.0527248,6483944,61591710,5667658,0.6851742,140222,28136101,91221,0.048177164,0,0.06595628,0.55493605,0.8270581,34179459,0.003335025,12143316,4567784,12311819,163,12273110,5673719,0.003827695,12521151,50.5002,0.10527299,0.9452836,788,0.408825,50.344513
GTEX-1445S-0011-R5a-SM-5PNUS,,"B1, A1",,7.1,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48229,RNA isolation_PAXgene Tissue miRNA,1/12/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9389429,55682,0.9463538,874,0.94484955,0.8763944,0.2739235,24785,0.49398413,0.7426275,76,41.406086,0.004428481,294,26887192,87851094,0.053438935,9849351,92978930,8237502,0.6195913,143787,42852785,61921,0.034477573,0,0.06995941,0.46674067,0.8280608,43397047,0.003471956,18437444,7321745,19027924,273,18941669,7198292,0.003953208,18979806,50.05028,0.105931,0.9507561,836,0.50601584,50.788036
GTEX-1445S-0011-R6b-SM-5PNUF,,"B1, A1",,7.4,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48302,RNA isolation_PAXgene Tissue miRNA,1/14/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9351792,54819,0.9574077,1084,0.9424337,0.8959183,0.270855,24660,0.49076468,0.76206714,76,37.03553,0.004426859,289,24152723,79749515,0.042428937,9523141,84620814,7459854,0.6963581,143064,38815541,83702,0.042565744,0,0.061489403,0.4625132,0.84434366,39138244,0.003508892,16988088,5818026,17370127,271,17308385,6075138,0.003971408,17573431,50.379925,0.112538986,0.94968843,796,0.5092354,50.555965
GTEX-1445S-0011-R8a-SM-5PNWX,,"B1, A1",,7,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48302,RNA isolation_PAXgene Tissue miRNA,1/14/14,LCSET-4918,3/29/14,TrueSeq.v1,USE ME,,0.92627627,76831,0.9601296,866,0.93129194,0.8970156,0.2605841,25665,0.48497558,0.808498,76,47.96089,0.00353695,398,30557900,102947582,0.03970433,12715291,110542760,3047348,0.6532727,147195,50055549,59103,0.031627174,0,0.06311406,0.45165387,0.83538336,49927066,0.003406598,21885326,6982491,22635209,377,22483410,8410370,0.003472125,22502075,50.02075,0.115026,0.93630767,824,0.51502436,50.84217
GTEX-1445S-3026-SM-5O9BR,1,B1,"2 pieces, no abnormalities",6.1,Brain,Brain - Cortex,1870,894,541,Actual Death,BP-47675,RNA Extraction from Paxgene-derived Lysate Plate Based,12/19/13,LCSET-4910,4/1/14,TrueSeq.v1,USE ME,,0.90471035,79068,0.96362144,732,0.9145547,0.89378417,0.25935563,25297,0.54801226,0.8122559,76,53.25394,0.003782814,434,35245406,95039896,0.036200494,7810159,103919312,4377700,0.65985066,144925,45780559,49604,0.02901555,0,0.06983727,0.5011872,0.8174145,52083028,0.003703076,19814686,5669750,20267917,374,20373667,8818278,0.003743374,20548570,50.213703,0.075155996,0.924399,855,0.45198774,50.565365
GTEX-144FL-3026-SM-5O99C,1,B1,"2 pieces, no abnormalities",6.5,Brain,Brain - Cortex,1870,1122,410,Actual Death,BP-47675,RNA Extraction from Paxgene-derived Lysate Plate Based,12/19/13,LCSET-4909,3/20/14,TrueSeq.v1,USE ME,,0.92589086,83973,0.9535796,740,0.93678844,0.8575645,0.2794741,26432,0.70761603,0.7910179,76,51.471447,0.002558651,235,50843802,73057762,0.046190698,5404531,77987470,11091014,0.6424709,148850,35314606,44307,0.025680276,0,0.096015126,0.6628865,0.80335647,51696845,0.002697658,15149549,4859938,15322484,233,15461968,9341532,0.002627346,15723045,50.418594,0.06929999,0.94768596,870,0.29238394,50.283764
GTEX-144GL-0011-R5b-SM-5PNUJ,,"C1, A1",,7.4,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48302,RNA isolation_PAXgene Tissue miRNA,1/14/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9387897,36148,0.96864533,1101,0.94625795,0.9105714,0.2519496,23431,0.46710223,0.76043797,76,27.336239,0.003713979,232,17315952,62088956,0.031215744,7512028,65615258,5819494,0.6756767,138671,30219317,82681,0.048047025,0,0.058073953,0.4419992,0.8616354,29001890,0.002805849,13320314,3936271,13802281,231,13757301,4084252,0.003263498,13786759,50.05347,0.114485994,0.9537261,790,0.5328978,50.888496
GTEX-144GL-0011-R6a-SM-5P9HW,,"C1, A1",,7.2,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48229,RNA isolation_PAXgene Tissue miRNA,1/12/14,LCSET-4916,3/27/14,TrueSeq.v1,USE ME,,0.9245522,90553,0.9451301,775,0.9294714,0.8391161,0.28547698,26128,0.6233158,0.79215324,76,44.59773,0.002876036,282,39907484,82303212,0.054639287,7752414,88548420,3044328,0.6426474,146331,39843265,61924,0.03384702,0,0.10601402,0.57935417,0.77993435,51300896,0.002767038,17142033,5376508,17520783,318,17472585,7677584,0.002821826,17549786,50.110214,0.08755,0.9343904,839,0.37668413,50.546337
GTEX-144GL-0011-R8a-SM-5Q5B1,,"C1, A1",,6.2,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48171,RNA isolation_PAXgene Tissue miRNA,1/10/14,LCSET-4952,3/29/14,TrueSeq.v1,USE ME,,0.9272095,58227,0.9461702,1411,0.9363504,0.909071,0.2018273,23210,0.48140696,0.8874082,76,30.439587,0.001934467,279,17886146,60687115,0.053673733,8714157,64812402,4562828,0.819839,136327,29462818,153515,0.0876689,0,0.03709914,0.45076558,0.85120904,29215199,0.002167709,12574597,5120266,12678607,242,12605035,5266266,0.00204995,13144391,51.047314,0.134452,0.9454913,711,0.518593,50.205936
GTEX-144GL-3026-SM-5Q5CW,1,C1,4 pieces,6.7,Brain,Brain - Cortex,1870,803,490,Actual Death,BP-48057,RNA Extraction from Paxgene-derived Lysate Plate Based,1/8/14,LCSET-4953,3/27/14,TrueSeq.v1,USE ME,,0.92823434,70063,0.96294266,725,0.9380818,0.8831977,0.27189204,26098,0.6599762,0.7396486,76,59.639893,0.004972725,293,51768373,91315610,0.036731903,6851577,97342904,13070716,0.63551825,147626,44213475,51314,0.026442038,0,0.07974498,0.61911166,0.8285117,60266128,0.002456464,19298572,4995779,19512385,279,19580614,10546661,0.003727802,20043380,50.58395,0.07038599,0.9479294,866,0.34002382,50.27545
GTEX-144GO-0011-R5a-SM-5PNUR,,"C1, A1",,6.9,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48229,RNA isolation_PAXgene Tissue miRNA,1/12/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9367233,64051,0.94029564,925,0.9438011,0.85752076,0.26344842,25609,0.5856317,0.8072436,76,41.378376,0.003841786,287,33059445,78337042,0.059459765,7974465,83001640,8057900,0.6394679,146626,38097410,67267,0.03819651,0,0.08277488,0.5527199,0.8093291,45876658,0.002892324,16342586,6470062,16651412,263,16629980,7599307,0.003370615,16850041,50.328644,0.096076,0.95087904,834,0.41436827,50.468006
GTEX-144GO-0011-R6b-SM-5S2V7,,"C1, A1",,5.8,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48370,RNA isolation_PAXgene Tissue miRNA,1/15/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.9328501,80246,0.9369694,1085,0.9410579,0.86721087,0.2546474,24783,0.62029284,0.8491691,76,43.89332,0.002779327,290,35044078,72625549,0.06286946,7495791,77174364,7709216,0.7620017,141558,35262652,83524,0.045430068,0,0.06975859,0.5837315,0.81609565,45049108,0.00238876,14901820,5703907,15138693,268,15126912,6945368,0.002585747,15436381,50.50628,0.09712799,0.94926566,821,0.37970713,50.394257
GTEX-145LS-0011-R10a-SM-5PNUQ,,"C1, A1",,7.2,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48229,RNA isolation_PAXgene Tissue miRNA,1/12/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9394468,85128,0.95199955,675,0.9460865,0.8668369,0.2801815,26783,0.69288224,0.80971086,76,67.98471,0.003768019,297,66766833,102836741,0.047588244,8413798,108696980,9830596,0.6256319,149782,50006758,47299,0.027996868,0,0.08516263,0.6555265,0.82010275,71253749,0.002820419,21395105,6216268,21783774,309,21828703,12254892,0.003297545,21953267,50.142258,0.077406,0.95272624,889,0.30711776,50.45007
GTEX-145LS-0011-R5a-SM-5SI65,,"C1, A1",,8.2,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48370,RNA isolation_PAXgene Tissue miRNA,1/15/14,LCSET-4995,4/5/14,TrueSeq.v1,USE ME,,0.9298916,77553,0.9454154,793,0.9395145,0.8530353,0.24324112,26689,0.6770609,0.77070904,76,50.376553,0.00206631,303,50976858,84179597,0.054263324,7791621,89599036,8290700,0.625496,150026,40799639,55899,0.031555183,0,0.09238004,0.6361086,0.80143905,56994715,0.002262264,17499304,5620862,17625990,315,17723839,9164094,0.002163283,18117469,50.549126,0.086960986,0.9491374,837,0.32293907,50.180332
GTEX-145LS-0011-R6b-SM-5PNWL,,"C1, A1",,8,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48227,RNA isolation_PAXgene Tissue miRNA,1/12/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.93977606,69991,0.9492783,872,0.9462874,0.8554738,0.30420068,25634,0.7605261,0.75869304,76,43.836533,0.0037642,192,56421876,63004801,0.050384715,4399541,66581040,6367850,0.64773315,145685,30609296,62785,0.034913063,0,0.09380443,0.7196763,0.8095241,47916797,0.002780738,13023655,3647530,13244691,177,13278934,7720350,0.003275853,13349823,50.133106,0.066077985,0.95279884,844,0.23947388,50.420727
GTEX-145LS-0011-R8b-SM-5PNXA,,"C1, A1",,7.9,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48229,RNA isolation_PAXgene Tissue miRNA,1/12/14,LCSET-4918,3/29/14,TrueSeq.v1,USE ME,,0.93395835,102142,0.9484597,609,0.93856055,0.8359767,0.28317526,27904,0.72362965,0.801246,76,63.322502,0.00283442,431,71318439,95742799,0.0511977,5830804,102010258,2808198,0.60380423,153237,46406209,41172,0.02296691,0,0.11248299,0.6791702,0.78461474,69282325,0.002673502,19620144,5549207,20025696,341,19966147,12109258,0.002754355,20059791,50.11698,0.057159,0.94316274,898,0.27637038,50.511467
