Assay_Type_s	AssemblyName_s	AvgSpotLen_l	BioSample_s	Center_Name_s	Experiment_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	data_type_s	instrument_name_s	lane_s	library_type_s	product_order_s	product_part_number_s	work_request_s	BioProject_s	Consent_s	Organism_s	Platform_s	SRA_Study_s
RNA-Seq	GRCh37	152	SAMN02792082	BI	SRX583461	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-224761	2014-10-04	6862	3693	2014-06-09	SRR1366690	SRS631327	GTEX-132AR-2026-SM-5IJG4	RNA	SL-HEE	3	cDNAShotgunStrandAgnostic	PDO-2908	P-RNA-0002	40029	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790623	BI	SRX583472	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-218900	2014-10-04	5964	2882	2014-06-09	SRR1366707	SRS631328	GTEX-12696-3126-SM-5FQUX	RNA	SL-HDH	1	cDNAShotgunStrandAgnostic	PDO-2873	P-RNA-0002	40010	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787196	BI	SRX583477	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-229390	2014-10-04	6355	3135	2014-06-09	SRR1366729	SRS631329	GTEX-13VXU-1126-SM-5LU3U	RNA	SL-HDD	2	cDNAShotgunStrandAgnostic	PDO-2917	P-RNA-0002	40038	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792638	BI	SRX583482	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-163947	2014-10-04	8989	4388	2014-06-09	SRR1366747	SRS631330	GTEX-ZF2S-0008-SM-4E3IK	RNA	SL-HAC	2	cDNAShotgunStrandAgnostic	PDO-1071	P-RNA-0002	36301	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793554	BI	SRX583491	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-227286	2014-10-04	5180	2618	2014-06-09	SRR1366772	SRS631331	GTEX-13G51-1226-SM-5K7Z3	RNA	SL-HAV	3	cDNAShotgunStrandAgnostic	PDO-2912	P-RNA-0002	40033	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788217	BI	SRX583495	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-212860	2014-10-04	6517	3009	2014-06-09	SRR1366790	SRS631332	GTEX-11ILO-2226-SM-5A5L1	RNA	SL-HBV	1	cDNAShotgunStrandAgnostic	PDO-2463	P-RNA-0002	39180	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793468	BI	SRX583509	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231220	2014-10-04	7348	3783	2014-06-09	SRR1366813	SRS631333	GTEX-1192W-0005-SM-5NQBQ	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-3017	P-RNA-0002	40119	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792819	BI	SRX583519	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-227227	2014-10-04	5523	2807	2014-06-09	SRR1366837	SRS631334	GTEX-13JUV-0526-SM-5K7XE	RNA	SL-HAV	1	cDNAShotgunStrandAgnostic	PDO-2912	P-RNA-0002	40033	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792721	BI	SRX583523	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-227214	2014-10-04	5784	2943	2014-06-09	SRR1366855	SRS631335	GTEX-13OVI-0326-SM-5K7X1	RNA	SL-HAV	7	cDNAShotgunStrandAgnostic	PDO-2912	P-RNA-0002	40033	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791774	BI	SRX583525	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-192544	2014-10-04	7920	3644	2014-06-09	SRR1366873	SRS631336	GTEX-ZLFU-0826-SM-4WWBP	RNA	SL-HBW	1	cDNAShotgunStrandAgnostic	PDO-2185	P-RNA-0002	38443	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791440	BI	SRX583535	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-233553	2014-10-04	5851	2669	2014-06-09	SRR1366895	SRS631337	GTEX-PLZ4-0126-SM-5SI8O	RNA	SL-HDD	2	cDNAShotgunStrandAgnostic	PDO-3129	P-RNA-0002	40227	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788287	BI	SRX583547	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215533	2014-10-04	4740	2110	2014-06-09	SRR1366919	SRS631338	GTEX-12ZZW-1726-SM-5DUVD	RNA	SL-HDJ	2	cDNAShotgunStrandAgnostic	PDO-2680	P-RNA-0002	39828	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790613	BI	SRX583559	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-220418	2014-10-04	5432	2565	2014-06-09	SRR1366940	SRS631339	GTEX-117YX-1926-SM-5GIEC	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-2875	P-RNA-0002	40013	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787445	BI	SRX583577	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-191535	2014-10-04	6274	2991	2014-06-09	SRR1366961	SRS631340	GTEX-ZF28-0011-R7a-SM-4WKF5	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-2180	P-RNA-0002	38406	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788152	BI	SRX583583	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232874	2014-10-04	4885	2158	2014-06-09	SRR1366985	SRS631341	GTEX-14BMV-2326-SM-5RQJ4	RNA	SL-HBV	1	cDNAShotgunStrandAgnostic	PDO-3082	P-RNA-0002	40184	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788208	BI	SRX583591	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-229342	2014-10-04	5190	2387	2014-06-09	SRR1367005	SRS631342	GTEX-13OW6-1526-SM-5L3HX	RNA	SL-HBS	5	cDNAShotgunStrandAgnostic	PDO-2916	P-RNA-0002	40037	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791349	BI	SRX583603	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-208117	2014-10-04	7766	3960	2014-06-09	SRR1367024	SRS631343	GTEX-12WSB-0626-SM-59HJO	RNA	SL-HDH	1	cDNAShotgunStrandAgnostic	PDO-2455	P-RNA-0002	39175	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789222	BI	SRX583607	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-206096	2014-10-04	7092	3261	2014-06-09	SRR1367046	SRS631344	GTEX-Y8E5-0008-SM-57WBA	RNA	SL-HDJ	2	cDNAShotgunStrandAgnostic	PDO-2451	P-RNA-0002	39170	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790588	BI	SRX583617	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-230577	2014-10-04	5375	2680	2014-06-09	SRR1367069	SRS631345	GTEX-11DXY-1426-SM-5N9CN	RNA	SL-HEH	2	cDNAShotgunStrandAgnostic	PDO-3014	P-RNA-0002	40116	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788085	BI	SRX583621	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-224545	2014-10-04	5780	2776	2014-06-09	SRR1367088	SRS631346	GTEX-13D11-2026-SM-5IJBK	RNA	SL-HDD	1	cDNAShotgunStrandAgnostic	PDO-2907	P-RNA-0002	40028	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793163	BI	SRX583635	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-229019	2014-10-04	5059	2470	2014-06-09	SRR1367109	SRS631347	GTEX-13JVG-0126-SM-5L3D3	RNA	SL-HAR	5	cDNAShotgunStrandAgnostic	PDO-2915	P-RNA-0002	40036	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793313	BI	SRX583637	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231538	2014-10-04	9498	4879	2014-06-09	SRR1367128	SRS631348	GTEX-13SLX-0011-R4a-SM-5O9BJ	RNA	SL-HEB	7	cDNAShotgunStrandAgnostic	PDO-3019	P-RNA-0002	40122	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789003	BI	SRX583645	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-222934	2014-10-04	6079	2769	2014-06-09	SRR1367150	SRS631349	GTEX-YJ8O-2526-SM-5HL85	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-2896	P-RNA-0002	40025	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791580	BI	SRX583651	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-181413	2014-10-04	5139	2285	2014-06-09	SRR1367172	SRS631350	GTEX-XBEW-1926-SM-4SOJO	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-1925	P-RNA-0002	37946	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791043	BI	SRX583721	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-223559	2014-10-04	5717	2787	2014-06-10	SRR1367410	SRS631392	GTEX-ZY6K-1226-SM-5GZYL	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-2893	P-RNA-0002	40022	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788577	BI	SRX583731	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-191567	2014-10-04	7121	3458	2014-06-10	SRR1367432	SRS631393	GTEX-ZE9C-0006-SM-4WKG2	RNA	SL-HDG	1	cDNAShotgunStrandAgnostic	PDO-2180	P-RNA-0002	38406	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791444	BI	SRX583749	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232155	2014-10-04	5619	2563	2014-06-10	SRR1367456	SRS631394	GTEX-ZAJG-0826-SM-5PNVA	RNA	SL-HDB	2	cDNAShotgunStrandAgnostic	PDO-3025	P-RNA-0002	40128	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789903	BI	SRX583756	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-230685	2014-10-04	7929	3914	2014-06-10	SRR1367478	SRS631395	GTEX-131YS-1126-SM-5N9FQ	RNA	SL-HDE	2	cDNAShotgunStrandAgnostic	PDO-3015	P-RNA-0002	40117	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790782	BI	SRX583762	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-230662	2014-10-04	7259	3696	2014-06-10	SRR1367499	SRS631396	GTEX-13VXT-0005-SM-5N9F3	RNA	SL-HEA	8	cDNAShotgunStrandAgnostic	PDO-3015	P-RNA-0002	40117	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790466	BI	SRX583773	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-173423	2014-10-04	5920	2828	2014-06-10	SRR1367520	SRS631397	GTEX-WQUQ-2426-SM-4MVNW	RNA	SL-HDB	1	cDNAShotgunStrandAgnostic	PDO-1568	P-RNA-0002	37005	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788692	BI	SRX583779	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-206549	2014-10-04	6355	3252	2014-06-10	SRR1367544	SRS631398	GTEX-11EQ9-1426-SM-5987G	RNA	SL-HBW	2	cDNAShotgunStrandAgnostic	PDO-2454	P-RNA-0002	39172	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787207	BI	SRX583793	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-192507	2014-10-04	5706	2592	2014-06-10	SRR1367566	SRS631399	GTEX-ZGAY-0426-SM-4WWAM	RNA	SL-HDC	2	cDNAShotgunStrandAgnostic	PDO-2185	P-RNA-0002	38443	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791088	BI	SRX583807	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-233513	2014-10-04	5972	2700	2014-06-10	SRR1367588	SRS631400	GTEX-OXRP-0326-SM-5SI7J	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-3129	P-RNA-0002	40227	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792952	BI	SRX583810	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-226976	2014-10-04	6450	3483	2014-06-10	SRR1367612	SRS631401	GTEX-13FTY-0726-SM-5J2OH	RNA	SL-HEL	3	cDNAShotgunStrandAgnostic	PDO-2910	P-RNA-0002	40031	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792527	BI	SRX583819	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232510	2014-10-04	6531	3201	2014-06-10	SRR1367630	SRS631402	GTEX-14AS3-0326-SM-5Q5DB	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-3078	P-RNA-0002	40182	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793780	BI	SRX583825	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-226940	2014-10-04	5825	3152	2014-06-10	SRR1367654	SRS631403	GTEX-13FTX-0326-SM-5J2NG	RNA	SL-HEK	4	cDNAShotgunStrandAgnostic	PDO-2910	P-RNA-0002	40031	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789121	BI	SRX583831	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215526	2014-10-04	5607	2472	2014-06-10	SRR1367672	SRS631404	K-562-SM-5DUV6	RNA	SL-HDE	2	cDNAShotgunStrandAgnostic	PDO-2680	P-RNA-0002	39828	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793727	BI	SRX583845	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231094	2014-10-04	4606	2195	2014-06-10	SRR1367693	SRS631405	GTEX-13PLJ-0005-SM-5NQ99	RNA	SL-HCC	1	cDNAShotgunStrandAgnostic	PDO-3016	P-RNA-0002	40118	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792763	BI	SRX583850	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-194754	2014-10-04	8826	4426	2014-06-10	SRR1367715	SRS631406	GTEX-ZTX8-1626-SM-51MRY	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-2215	P-RNA-0002	38623	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789327	BI	SRX583862	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-233116	2014-10-04	6074	2601	2014-06-10	SRR1367739	SRS631407	GTEX-13S86-2426-SM-5S2MX	RNA	SL-HDG	2	cDNAShotgunStrandAgnostic	PDO-3103	P-RNA-0002	40209	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788235	BI	SRX583875	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-174701	2014-10-04	5217	2404	2014-06-10	SRR1367761	SRS631408	GTEX-WY7C-1526-SM-4OND2	RNA	SL-HAA	2	cDNAShotgunStrandAgnostic	PDO-1575	P-RNA-0002	37006	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791986	BI	SRX583884	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-218746	2014-10-04	5797	2699	2014-06-10	SRR1367785	SRS631409	GTEX-11TUW-2026-SM-5EQL8	RNA	SL-HBV	1	cDNAShotgunStrandAgnostic	PDO-2872	P-RNA-0002	40007	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792906	BI	SRX583896	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-229894	2014-10-04	4715	2234	2014-06-10	SRR1367807	SRS631410	GTEX-12ZZX-1026-SM-5LZUW	RNA	SL-HEE	2	cDNAShotgunStrandAgnostic	PDO-3010	P-RNA-0002	40112	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788392	BI	SRX583906	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231142	2014-10-04	6759	3344	2014-06-10	SRR1367825	SRS631411	GTEX-147F3-0626-SM-5NQ9I	RNA	SL-HDC	1	cDNAShotgunStrandAgnostic	PDO-3017	P-RNA-0002	40119	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791225	BI	SRX583911	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215570	2014-10-04	4628	2065	2014-06-10	SRR1367849	SRS631412	GTEX-131XG-0526-SM-5DUWF	RNA	SL-HDJ	1	cDNAShotgunStrandAgnostic	PDO-2680	P-RNA-0002	39828	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788914	BI	SRX583934	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-179054	2014-10-04	5232	2433	2014-06-10	SRR1367870	SRS631413	GTEX-Z93S-0011-R6b-SM-4RGNJ	RNA	SL-HBT	1	cDNAShotgunStrandAgnostic	PDO-1795	P-RNA-0002	37566	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789056	BI	SRX583945	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-174673	2014-10-04	5022	2340	2014-06-10	SRR1367896	SRS631414	GTEX-WYJK-0726-SM-4ONC9	RNA	SL-HAM	2	cDNAShotgunStrandAgnostic	PDO-1575	P-RNA-0002	37006	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789732	BI	SRX583949	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-214220	2014-10-04	7439	3867	2014-06-10	SRR1367920	SRS631415	GTEX-ZAB4-1426-SM-5CVN6	RNA	SL-HDF	1	cDNAShotgunStrandAgnostic	PDO-2679	P-RNA-0002	39827	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792588	BI	SRX583965	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232190	2014-10-04	5949	2725	2014-06-10	SRR1367943	SRS631416	GTEX-13X6J-0011-R10b-SM-5PNWA	RNA	SL-HBW	1	cDNAShotgunStrandAgnostic	PDO-3025	P-RNA-0002	40128	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789291	BI	SRX583973	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215647	2014-10-04	6676	3328	2014-06-10	SRR1367965	SRS631417	GTEX-ZU9S-0226-SM-5E441	RNA	SL-HDG	1	cDNAShotgunStrandAgnostic	PDO-2681	P-RNA-0002	39829	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791389	BI	SRX583984	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-229373	2014-10-04	7211	3519	2014-06-10	SRR1367988	SRS631418	GTEX-144GM-2026-SM-5LU3D	RNA	SL-HBS	1	cDNAShotgunStrandAgnostic	PDO-2917	P-RNA-0002	40038	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790334	BI	SRX583989	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-188425	2014-10-04	6376	2896	2014-06-10	SRR1368006	SRS631419	GTEX-Y5V6-2726-SM-4VDSC	RNA	SL-HAN	3	cDNAShotgunStrandAgnostic	PDO-1949	P-RNA-0002	38013	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792689	BI	SRX583994	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-189217	2014-10-04	4198	1980	2014-06-10	SRR1368030	SRS631420	GTEX-ZDTS-0426-SM-4WAYH	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-2170	P-RNA-0002	38367	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791074	BI	SRX584007	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-233172	2014-10-04	5084	2191	2014-06-10	SRR1368050	SRS631421	GTEX-ZDTT-2126-SM-5S2OJ	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-3103	P-RNA-0002	40209	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789412	BI	SRX584013	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-221275	2014-10-04	5098	2139	2014-06-10	SRR1368072	SRS631422	GTEX-11P7K-1926-SM-5GU6R	RNA	SL-HDD	1	cDNAShotgunStrandAgnostic	PDO-2892	P-RNA-0002	40021	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787308	BI	SRX584033	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-193603	2014-10-04	7770	3946	2014-06-10	SRR1368094	SRS631423	GTEX-Y3IK-1826-SM-4WWDS	RNA	SL-HDE	1	cDNAShotgunStrandAgnostic	PDO-2186	P-RNA-0002	38463	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792876	BI	SRX584041	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-233594	2014-10-04	6745	3077	2014-06-10	SRR1368117	SRS631424	GTEX-P4QT-1626-SM-5S2UR	RNA	SL-HDD	2	cDNAShotgunStrandAgnostic	PDO-3130	P-RNA-0002	40228	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792562	BI	SRX584047	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-226820	2014-10-04	6260	3314	2014-06-10	SRR1368141	SRS631425	GTEX-ZDXO-3026-SM-5J1N5	RNA	SL-HEJ	3	cDNAShotgunStrandAgnostic	PDO-2909	P-RNA-0002	40030	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792716	BI	SRX584059	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-221233	2014-10-04	5677	2445	2014-06-10	SRR1368178	SRS631427	GTEX-11TTK-2826-SM-5GU5K	RNA	SL-HDD	1	cDNAShotgunStrandAgnostic	PDO-2892	P-RNA-0002	40021	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787264	BI	SRX584065	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-222906	2014-10-04	5291	2403	2014-06-10	SRR1368200	SRS631428	GTEX-ZAB5-1826-SM-5HL7C	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-2896	P-RNA-0002	40025	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790699	BI	SRX584078	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-227223	2014-10-04	5995	3058	2014-06-10	SRR1368222	SRS631429	GTEX-13CZV-0011-R5a-SM-5K7XA	RNA	SL-HAV	6	cDNAShotgunStrandAgnostic	PDO-2912	P-RNA-0002	40033	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791965	BI	SRX584080	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-187615	2014-10-04	7601	3814	2014-06-10	SRR1368240	SRS631430	GTEX-Y8E4-0826-SM-4VBRS	RNA	SL-HBB	1	cDNAShotgunStrandAgnostic	PDO-1948	P-RNA-0002	38011	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
